radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
LTE,311,480,9729,9902368,0,-122.398221,37.787201,1000,6,1,1505266742,1505269406,0
LTE,311,480,9729,9902350,0,-122.398261,37.787277,1000,5,1,1505266677,1505268562,0
LTE,311,480,9728,86536216,0,-122.402632,37.777843,1000,10,1,1505312258,1564276953,0
LTE,311,480,9728,9814296,0,-122.399964,37.783881,1463,14,1,1505342681,1505404675,0
LTE,311,480,9728,86536226,0,-122.404877,37.782063,1000,24,1,1505317607,1505421102,0
LTE,311,480,9728,9891340,0,-122.398193,37.782055,1000,4,1,1505330836,1505413304,0
LTE,311,480,9728,9814030,0,-122.403514,37.783846,1000,8,1,1505259717,1505420714,0
LTE,311,480,9728,9736230,0,-122.405515,37.781637,1608,13,1,1505322885,1505407891,0
LTE,311,480,9728,9732908,0,-122.395611,37.793398,1000,10,1,1505265725,1506346532,0
LTE,311,480,9728,9746956,0,-122.420273,37.80311,1000,4,1,1505269789,1567904352,0
LTE,311,480,9728,9814274,0,-122.398755,37.7877,1000,5,1,1505316850,1505413919,0
LTE,311,480,9728,9910785,0,-122.396365,37.794836,1000,5,1,1505319074,1506015961,0
LTE,311,480,9728,9970444,0,-122.3995,37.788289,1000,4,1,1505326909,1505333270,0
LTE,311,480,9728,86613792,0,-122.403778,37.783648,1000,28,1,1505260957,1505429603,0
LTE,311,480,9729,9885000,0,-122.410454,37.785032,1000,3,1,1505266166,1505410178,0
LTE,311,480,9733,86584620,0,-122.411809,37.777359,3156,4,1,1505349763,1505523908,0
LTE,311,480,9728,86614304,0,-122.397621,37.790207,1000,5,1,1505330093,1505416386,0
LTE,311,480,9728,9904652,0,-122.394437,37.793214,1000,11,1,1505338843,1505420670,0
LTE,311,480,9728,86614294,0,-122.397799,37.782878,1244,16,1,1505335287,1505426553,0
LTE,311,480,9728,9869896,0,-122.401034,37.79763,1000,7,1,1505350510,1505434137,0
LTE,311,480,9728,9813794,0,-122.403674,37.783823,1000,11,1,1505318760,1505428568,0
LTE,311,480,9728,9736220,0,-122.398997,37.780474,1000,3,1,1505333417,1505364334,0
LTE,311,480,9728,9870408,0,-122.408544,37.79815,1000,11,1,1505355873,1505765164,0
LTE,311,480,9728,163456850,0,-122.417286,37.806115,1000,39,1,1505329186,1505533844,0
LTE,311,480,9728,86656338,0,-122.418334,37.806015,1000,7,1,1505354897,1505386348,0
LTE,311,480,9728,9857884,0,-122.417086,37.804782,1000,10,1,1505354942,1505434684,0
LTE,311,480,9728,9857618,0,-122.417883,37.801104,1000,4,1,1505339153,1558917241,0
LTE,311,480,9728,163456842,0,-122.410132,37.804442,1263,6,1,1505340203,1505538308,0
LTE,311,480,9728,163456852,0,-122.420616,37.805818,1069,21,1,1505339486,1505533627,0
LTE,311,480,7683,86702092,0,-122.443699,37.641617,3189,3,1,1505346697,1505346785,0
LTE,311,480,9728,86657618,0,-122.429794,37.79842,2565,3,1,1505339030,1505424647,0
LTE,311,480,7683,7795746,0,-122.381485,37.617558,1000,3,1,1505409748,1505712570,0
LTE,311,480,9729,9737238,0,-122.417088,37.786299,1000,6,1,1505367264,1563679140,0
LTE,311,480,9728,9736210,0,-122.398229,37.782511,1000,6,1,1505364200,1505409274,0
LTE,311,480,9728,9869898,0,-122.395969,37.797069,1000,6,1,1505353538,1505362783,0
LTE,311,480,7,296,0,-122.40654,37.786062,1000,3,1,1505247357,1561091185,0
LTE,311,480,9728,9883662,0,-122.407661,37.7859,1000,6,1,1505351635,1505400808,0
LTE,311,480,9728,86669660,0,-122.409709,37.800341,1000,5,1,1505357283,1505361166,0
LTE,311,480,9728,86671432,0,-122.408037,37.797823,1000,4,1,1505354371,1505414854,0
LTE,311,480,9728,86661194,0,-122.421033,37.796458,1000,3,1,1505367602,1505618496,0
LTE,311,480,9728,9857362,0,-122.413507,37.80198,1000,4,1,1505339160,1505758606,0
LTE,311,480,9731,9866755,0,-122.487264,37.785515,1000,7,1,1505422941,1505844175,0
LTE,311,480,9731,9866784,0,-122.487953,37.786935,1000,5,1,1505422839,1505423122,0
LTE,311,480,9728,86661192,0,-122.418571,37.797041,1000,5,1,1505431338,1505679573,0
LTE,311,480,9731,9866786,0,-122.477163,37.790602,1131,4,1,1505422960,1505430476,0
LTE,311,480,9728,86656840,0,-122.400818,37.796812,2117,6,1,1505387029,1505387029,0
LTE,311,480,7683,9892108,0,-122.396083,37.645482,5439,5,1,1505387705,1505387992,0
LTE,311,480,9728,9812739,0,-122.401544,37.783913,1000,7,1,1505415869,1505435114,0
LTE,311,480,9728,9813762,0,-122.401451,37.784247,1000,9,1,1505406359,1505407509,0
LTE,311,480,9728,86669394,0,-122.403058,37.79844,1000,3,1,1505434149,1505434149,0
LTE,311,480,9728,9869344,0,-122.399181,37.801642,1000,9,1,1505431826,1506349305,0
LTE,311,480,9728,9746433,0,-122.424533,37.80434,1000,5,1,1505441527,1505441886,0
LTE,311,480,9728,86683680,0,-122.410597,37.788273,1000,3,1,1505427717,1505427717,0
LTE,311,480,9730,7809302,0,-122.430976,37.798271,1383,3,1,1505430166,1505430309,0
LTE,311,480,9728,9971242,0,-122.396885,37.792997,1000,55,1,1505427176,1505427858,0
LTE,311,480,9728,9971244,0,-122.396908,37.792914,1000,34,1,1505424638,1505427549,0
LTE,311,480,9729,163338272,0,-122.409513,37.784673,1000,3,1,1505405778,1505405778,0
LTE,311,480,9730,9895752,0,-122.448356,37.800205,2096,4,1,1505429037,1505429390,0
LTE,311,480,9730,7812097,0,-122.453613,37.801592,1716,3,1,1505396823,1505397045,0
LTE,311,480,9730,163485198,0,-122.427441,37.775427,1000,4,1,1505440454,1505440683,0
LTE,311,480,9728,9814316,0,-122.400416,37.783552,1000,3,1,1505407377,1505409540,0
LTE,311,480,9728,86614314,0,-122.404554,37.782726,1000,16,1,1505412361,1505414123,0
LTE,311,480,7,9754113,0,-122.464598,37.702874,1922,4,1,1505439849,1505439997,0
LTE,311,480,9728,9813016,0,-122.401461,37.782336,1000,3,1,1505433146,1505925642,0
LTE,311,480,9728,86613014,0,-122.401578,37.782499,1000,6,1,1505432756,1505925843,0
LTE,311,480,9728,9949718,0,-122.388737,37.784853,1104,11,1,1505434426,1505881252,0
LTE,311,480,9728,163471454,0,-122.410602,37.799971,1000,6,1,1505443436,1558916639,0
LTE,311,480,9729,86702094,0,-122.410411,37.773653,1000,3,1,1505439155,1505439481,0
LTE,311,480,9730,9890316,0,-122.419281,37.774152,1000,5,1,1505522210,1563684661,0
LTE,311,480,9728,9869088,0,-122.396425,37.79612,1109,3,1,1505540057,1506385316,0
LTE,311,480,7,9752833,0,-122.489836,37.738846,2452,3,1,1505682148,1505682148,0
LTE,311,480,7,9751328,0,-122.48717,37.731978,1000,3,1,1505682853,1505683055,0
LTE,311,480,9730,9752086,0,-122.473214,37.787294,2517,4,1,1505589681,1505589782,0
LTE,311,480,9728,86669926,0,-122.407021,37.795865,1000,7,1,1505753729,1505840651,0
LTE,311,480,9728,86669928,0,-122.406989,37.795995,1000,8,1,1505785501,1505843802,0
LTE,311,480,9728,86669908,0,-122.40128,37.795026,1000,8,1,1505840743,1505843683,0
LTE,311,480,9982,262193675,0,-122.417415,37.769164,6736,17,1,1505851476,1505854895,0
LTE,311,480,9982,262193677,0,-122.412825,37.767043,8867,13,1,1505853189,1505854807,0
LTE,311,480,9982,262193668,0,-122.421259,37.768569,6392,3,1,1505852034,1505852289,0
LTE,311,480,9728,9910796,0,-122.396275,37.795595,1088,33,1,1505948041,1506017145,0
LTE,311,480,9728,9910798,0,-122.396225,37.796259,1000,4,1,1505945473,1506011270,0
LTE,311,480,9728,9737475,0,-122.403879,37.787598,1000,6,1,1506004565,1506004681,0
LTE,311,480,9729,9887314,0,-122.42059,37.773805,1000,4,1,1504026408,1504034532,0
LTE,311,480,9729,9744928,0,-122.42021,37.774244,1000,4,1,1504025027,1504031773,0
LTE,311,480,7,847,-1,-122.445094,37.799185,1000,3,1,1506615553,1561088472,0
LTE,311,480,9728,9971264,0,-122.396404,37.791765,1000,16,1,1506369196,1506381821,0
LTE,311,480,9728,9971262,0,-122.396332,37.792042,1000,24,1,1506357133,1506384909,0
LTE,311,480,9728,9971206,0,-122.396394,37.791624,1000,7,1,1506373777,1506376913,0
LTE,311,480,9728,86669168,0,-122.39978,37.799552,1000,6,1,1506355422,1506355422,0
LTE,311,480,9730,7705356,0,-122.467295,37.739807,1000,3,1,1506554912,1506555102,0
LTE,311,480,7683,9753622,0,-122.482977,37.697789,1000,4,1,1506553641,1506553924,0
LTE,311,480,9731,7705356,0,-122.481449,37.725316,1639,6,1,1506554725,1506554725,0
LTE,311,480,7,368,-1,-122.429274,37.631611,1000,3,1,1511212023,1561169434,0
LTE,311,480,7,548,0,-122.417336,37.787718,1000,3,1,1526856267,1561090261,0
LTE,311,480,7,781,0,-122.412798,37.801767,1000,4,1,1526880027,1562217663,0
LTE,311,480,7,846,0,-122.40884,37.806963,1000,4,1,1528440704,1562375850,0
LTE,311,480,7,830,-1,-122.430207,37.758431,1674,3,1,1529124820,1561171414,0
LTE,311,480,7,275,0,-122.401057,37.799503,1000,3,1,1537988155,1562375621,0
LTE,311,480,7,332,-1,-122.426801,37.803619,1000,3,1,1542754462,1562723857,0
LTE,311,480,9729,9891410,0,-122.403513,37.776457,1000,4,1,1558919878,1564276910,0
LTE,311,480,7683,7717379,0,-122.399541,37.620775,1000,3,1,1561921652,1572152673,0
LTE,311,480,9729,9889814,0,-122.406494,37.772998,1000,3,1,1561923021,1563684723,0
